Sentence_ID,Source,Sentences,Labels,Entities,SentFIN_ID,Word Count
9314,SentFIN,AS Rao to join RPG as chief financial officer,1,RPG,5970.0,9.0
9315,SentFIN,Asian stocks tread water ahead of US jobs data,1,Asian stocks,5971.0,9.0
9316,SentFIN,"Asset Reconstruction Company appoints Sanjay Jain as president, COO",1,Asset Reconstruction Company,5972.0,9.0
9317,SentFIN,Assocham for examining select commods for any insider trading,1,Assocham,5973.0,9.0
9318,SentFIN,aurionPro solutions Q4 net profit at Rs 11.24 crore,1,aurionPro solutions,5974.0,9.0
9319,SentFIN,Aurobindo Pharma can go upto Rs 425: Prakash Gaba,1,Aurobindo Pharma,5975.0,9.0
9320,SentFIN,Axis Securities elevates Arun Thukral as MD and CEO,1,Axis Securities,5976.0,9.0
9321,SentFIN,Bajaj Electricals Q2 net profit at Rs 11.26 crore,1,Bajaj Electricals,5977.0,9.0
9322,SentFIN,Bank on the lenders for superb returns in 2016,1,Bank,5978.0,9.0
9323,SentFIN,"Banks seek shareholder nod for Rs 5,934-crore capital infusion",1,Banks,5979.0,9.0
9324,SentFIN,Bharti Airtel continues to face exodus of top executives,1,Bharti Airtel,5980.0,9.0
9325,SentFIN,Billionaire John Paulson retains stake in biggest gold ETP,1,gold,5982.0,9.0
9326,SentFIN,Biocon Kiran Mazumdar-Shaw to receive 2014 Othmer Gold Medal,1,Biocon,5983.0,9.0
9327,SentFIN,BNP Paribas launches first equity index linked green bond,1,BNP Paribas,5985.0,9.0
9328,SentFIN,Bond market expects US Fed to wait till March,1,US Fed,5987.0,9.0
9329,SentFIN,"Broad-based rally begins; Nifty may retest 8,350-8,400: Ashwani Gujral",1,Nifty,5988.0,9.0
9330,SentFIN,BSE asks brokers to remit excess STT to government,1,BSE,5990.0,9.0
9331,SentFIN,BSE expects 30 SME IPOs in next 2-3 months,1,BSE,5991.0,9.0
9332,SentFIN,"BSE Sensex to hit 32,980 by December 2015: Poll",1,BSE Sensex,5993.0,9.0
9333,SentFIN,C M Vasudev re-appointed as HDFC Bank non-executive chairman,1,HDFC Bank,5994.0,9.0
9334,SentFIN,Cabinet to take up PSU ETF proposal on Wednesday,1,PSU,5995.0,9.0
9335,SentFIN,Cairn India: Progress on E&P Projects key to growth,1,Cairn India,5996.0,9.0
9336,SentFIN,China keeps investors on edge: Is it 2008 again?,1,China,5999.0,9.0
9337,SentFIN,"China yuan steady, better-than-expected PMI survey has no impact",1,China yuan,6002.0,9.0
9338,SentFIN,Chinese stocks vs reality: Shares are untethered to economy,1,Chinese stocks,6004.0,9.0
9339,SentFIN,Cholamandalam gets Board approval for raising Rs 500 crore,1,Cholamandalam,6005.0,9.0
9340,SentFIN,CIL IPO in line with market expectations: Avinash Gorakshekar,1,CIL,6006.0,9.0
9341,SentFIN,CLSA's top five mid-cap picks in tough macro environment,1,CLSA,6007.0,9.0
9342,SentFIN,Coaching institute Resonance Eduventures Plans Rs 500 crore IPO,1,Resonance Eduventures,6008.0,9.0
9343,SentFIN,Commexes asked to implement FSLRC suggestion from next month,1,Commexes,6009.0,9.0
9344,SentFIN,Court order on NK Proteins MDs bail plea today,1,NK Proteins,6010.0,9.0
9345,SentFIN,Cox & Kings Q1 PAT at Rs 147 crore,1,Cox & Kings,6011.0,9.0
9346,SentFIN,Currency ties key to dollar reserve hegemony: BIS study,1,dollar,6012.0,9.0
9347,SentFIN,Dalal street plays smart as May 16 draws near,1,Dalal street,6013.0,9.0
9348,SentFIN,"Dalal Street to closely follow winter session, F&O expiry",1,Dalal Street,6014.0,9.0
9349,SentFIN,Did Federal Reserve Janet Yellen just enter currency wars?,1,Federal Reserve,6016.0,9.0
9350,SentFIN,Did FIIs get a whiff of the Daiichi sale?,1,Daiichi,6017.0,9.0
9351,SentFIN,Dilip Buildcon files for nearly $100 mn IPO: Sources,1,Dilip Buildcon,6018.0,9.0
9352,SentFIN,Dilip Kumar Khandelwal appointed managing director of SAP Labs,1,SAP Labs,6019.0,9.0
9353,SentFIN,Directors on PSB boards to get market fee soon,1,PSB,6020.0,9.0
9354,SentFIN,Essar Oilfields ropes in Ankur Gupta as new CEO,1,Essar Oilfields,6022.0,9.0
9355,SentFIN,Essel Finance seeks licence to enter housing finance business,1,Essel Finance,6023.0,9.0
9356,SentFIN,"European shares steady, attention turns to euro zone summit",1,European shares,6026.0,9.0
9357,SentFIN,"Evening trading for agricultural commodities to help farmers, traders'",1,agricultural commodities,6028.0,9.0
9358,SentFIN,"Expect Nifty to trade in 8,100-8,300 range: Sandeep Wagle",1,Nifty,6029.0,9.0
9359,SentFIN,Expect Nifty to tread between 5950-6100 levels: Mitesh Thacker,1,Nifty,6030.0,9.0
9360,SentFIN,"F&O Strategy by Bhavin Desai, Head of Derivative Research",1,Derivative Research,6031.0,9.0
9361,SentFIN,F&O Tracker: Nifty Likely to Trade in 8650-8280 Zone,1,Nifty,6032.0,9.0
9362,SentFIN,FIIs put $1.3 bn in Indian equities in April,1,Indian equities,6033.0,9.0
9363,SentFIN,FIIs trim stake in FMCG companies during Jan-Mar quarter,1,FMCG companies,6034.0,9.0
9364,SentFIN,Financial sector accounts for bulk of corporate bond issuances,1,Financial sector,6036.0,9.0
9365,SentFIN,Glenmark Pharma posts FY11 net at Rs 457.83 cr,1,Glenmark Pharma,6041.0,9.0
9366,SentFIN,Gokul posts FY'11 net profit at Rs 61.7 crore,1,Gokul,6042.0,9.0
9367,SentFIN,Gold dips but Malaysian plane downing seen aiding sentiment,1,Gold,6043.0,9.0
9368,SentFIN,Gurmit Singh joins Yahoo India as new Managing Director,1,Yahoo India,6045.0,9.0
9369,SentFIN,Guruvayur temple to buy 10 kg saffron every month,1,saffron,6046.0,9.0
9370,SentFIN,HCC reports Rs 5.39 crore net profit in Q3,1,HCC,6047.0,9.0
9371,SentFIN,Hindalco Industries promotes Satish Pai as deputy managing director,1,Hindalco Industries,6048.0,9.0
9372,SentFIN,Hold Financial Technologies at current level:  G Chokkalingam,1,Financial Technologies,6049.0,9.0
9373,SentFIN,HSBC securities registers for new Foreign Portfolio Investor scheme,1,HSBC securities,6051.0,9.0
9374,SentFIN,HT Media Q3 net profit at Rs 67.02 crore,1,HT Media,6052.0,9.0
9375,SentFIN,HUL: Soaps business holds the key to co's prospects,1,HUL,6053.0,9.0
9376,SentFIN,ICICIdirect Centre for Financial Learning launches StockMIND Season 4,1,ICICIdirect Centre for Financial Learning,6054.0,9.0
9377,SentFIN,"IDFC Bank debuts on bourses, lists at Rs 70.50",1,IDFC Bank,6055.0,9.0
9378,SentFIN,IDFC lowers FII shareholding limit by 0.25 percentage points,1,IDFC,6056.0,9.0
9379,SentFIN,IIHFL to raise Rs 200 crore through non-convertible debentures,1,IHFL,6057.0,9.0
9380,SentFIN,IL&FS Engineering files papers for Rs 300-crore rights issue,1,IL&FS Engineering,6058.0,9.0
9381,SentFIN,In-charges of Rourkela Steel Plant awarded for exemplary work,1,Rourkela Steel Plant,6060.0,9.0
9382,SentFIN,Infosys Q1 results: 5 things to watch out for,1,Infosys,6063.0,9.0
9383,SentFIN,Infosys Q3 earnings: Five things to watch out for,1,Infosys,6064.0,9.0
9384,SentFIN,Infrastructure stocks' direction depends on the market: Deepak Mohoni,1,Infrastructure stocks,6065.0,9.0
9385,SentFIN,Investigators turn bankers into informants in forex probe: WSJ,1,WSJ,6066.0,9.0
9386,SentFIN,Investors should tread carefully in midcaps ahead of results,1,midcaps,6067.0,9.0
9387,SentFIN,J&K Bank nets Rs 932 crore in nine months,1,J&K Bank,6069.0,9.0
9388,SentFIN,JSW Steel little changed despite unfavourable ruling against subsidiary,1,JSW Steel,6072.0,9.0
9389,SentFIN,Karl-Ulrich Kohler to replace Kirby Adams as Corus CEO,1,Corus,6073.0,9.0
9390,SentFIN,Kartik Kaushik to lead Citi India consumer banking division,1,Citi India,6074.0,9.0
9391,SentFIN,"KEC International: Orders help, but margins hurt its revenue",1,KEC International,6075.0,9.0
9392,SentFIN,Kotak Mutual Fund appoints Harsha Upadhyaya as equities head,1,Kotak Mutual Fund,6077.0,9.0
9393,SentFIN,Lending Club bursts onto Wall Street with $870-million IPO,1,Lending Club,6078.0,9.0
9394,SentFIN,Lodha Developers Pvt to raise $1 billion via IPO,1,Lodha Developers,6079.0,9.0
9395,SentFIN,Lodha Group relaunches $350 million overseas bond sale plan,1,Lodha Group,6080.0,9.0
9396,SentFIN,"Lok Sabha passes Sebi Bill, to check fly-by-night schemes",1,Sebi,6081.0,9.0
9397,SentFIN,Maintain limited investment in real estate stocks: Neeraj Deewan,1,real estate stocks,6083.0,9.0
9398,SentFIN,Mario Draghi gets ECB support for unlimited bond purchase,1,ECB,6085.0,9.0
9399,SentFIN,Markets are expecting reforms-oriented Budget this time: Hemindra Hazari,1,Markets,6086.0,9.0
9400,SentFIN,Markets may correct 5-6% in the near future: Edelweiss,1,Markets,6087.0,9.0
9401,SentFIN,Markets should be range bound between 7950-8050: Ashwani Gujral,1,Markets,6088.0,9.0
9402,SentFIN,Markit IPO may value company at about $4.47 bn,1,Markit,6089.0,9.0
9403,SentFIN,Maruti Q4 results: Here what to watch out for,1,Maruti,6090.0,9.0
9404,SentFIN,Maruti Suzuki could have avoided the mix-up: Prateek Agarwal,1,Maruti Suzuki,6091.0,9.0
9405,SentFIN,May see uptick in cyclicals going ahead: Anand Tandon,2,cyclicals,6093.0,9.0
9406,SentFIN,MCX appoints one more shareholder director on its Board,1,MCX,6094.0,9.0
9407,SentFIN,"Micromax launches Canvas Pace 4G Q416, priced Rs 6,821",1,Micromax,6097.0,9.0
9408,SentFIN,Midcap IT space insulated with domestic uncertainties: Prakash Diwan,1,Midcap IT space,6098.0,9.0
9409,SentFIN,Monsanto appoints Shilpa Divekar Nirula as India Region CEO,1,Monsanto,6099.0,9.0
9410,SentFIN,Motilal Oswal PE seeks tax exemption for fund investors,1,Motilal Oswal PE,6100.0,9.0
9411,SentFIN,Mphasis: Company needs to move out of parent's shadow,1,Mphasis,6101.0,9.0
9412,SentFIN,MT Educare allots 17.38 lakh shares to anchor investors,1,MT Educare,6102.0,9.0
9413,SentFIN,MT Educare plans IPO for college campus in Karnataka,1,MT Educare,6103.0,9.0
9414,SentFIN,Mukund Abhyankar has been elected as chairman of NAFCUB,1,NAFCUB,6104.0,9.0
9415,SentFIN,Narayan Ramachandran to resign as Morgan Stanley country head,1,Morgan Stanley,6105.0,9.0
9416,SentFIN,Network18 to raise Rs 300 cr by issuing debentures,1,Network18,6106.0,9.0
9417,SentFIN,New consent order norms in a few weeks: Sebi,1,Sebi,6107.0,9.0
9418,SentFIN,NHPC reports Rs 719 cr net profit for Q1,1,NHPC,6109.0,9.0
9419,SentFIN,Nifty could correct maximum by 130 points: Mitesh Thacker,1,Nifty,6110.0,9.0
9420,SentFIN,Nifty to reach 8600-8700 at some point: Ashwani Gujral,1,Nifty,6111.0,9.0
9421,SentFIN,Nifty to remain sideways around 8290 levels: Mitesh Thacker,1,Nifty,6112.0,9.0
9422,SentFIN,Nikkei steady as China data arrives in-line with expectations,1,Nikkei,6113.0,9.0
9423,SentFIN,NPA cycle has peaked out for SBI: Prakash Diwan,1,SBI,6114.0,9.0
9424,SentFIN,NSE issues guidance for companies to make right disclosures,1,NSE,6115.0,9.0
9425,SentFIN,NSE to auction limits in bonds for foreign investors,1,NSE,6116.0,9.0
9426,SentFIN,"NSEL follows govt diktat, modifies contracts as per law",1,NSEL,6117.0,9.0
9427,SentFIN,NSEL investors forum to appeal against High Court Order,1,NSEL,6118.0,9.0
9428,SentFIN,One can selectively look into auto sector: Mehraboon Irani,1,auto sector,6122.0,9.0
9429,SentFIN,OPEC Secy-Gen says low oil price will not continue,1,OPEC,6124.0,9.0
9430,SentFIN,Opening of Saudi stock market to boost MENA region,1,Saudi stock market,6125.0,9.0
9431,SentFIN,Ozone Pharma planning for IPO in the near future,1,Ozone Pharma,6126.0,9.0
9432,SentFIN,P Madhusudan assumes charge as new CMD of RINL,1,RINL,6127.0,9.0
9433,SentFIN,Patni founders rule out stake sale plans at AGM,1,Patni,6128.0,9.0
9434,SentFIN,Petronet LNG posts flat performance for March 2013 quarter,1,Petronet LNG,6129.0,9.0
9435,SentFIN,Piramal Enterprises Q1 net profit at Rs 4.08 crore,1,Piramal Enterprises,6130.0,9.0
9436,SentFIN,"Piramal offer floating rate bonds, but will investors gain?",1,Piramal,6131.0,9.0
9437,SentFIN,Prabhudas Lilladhers largecap ideas to buy in Muhurat trading,1,Prabhudas Lilladhers,6132.0,9.0
9438,SentFIN,Pre-market: Nifty likely to open gap-down on Greece woes,1,Nifty,6133.0,9.0
9439,SentFIN,Pre-market: Nifty seen opening flat in special trading session,1,Nifty,6134.0,9.0
9440,SentFIN,Pre-market: Nifty50 may open flat tracking mixed global cues,1,Nifty50,6135.0,9.0
9441,SentFIN,Prime Broking to move Supreme Court against NSE arm,1,Prime Broking,6136.0,9.0
9442,SentFIN,PSU banks showing some signs of life: Ajay Bodke,1,PSU banks,6137.0,9.0
9443,SentFIN,PSU sector riding on size and liquidity: Dilip Bhat,1,PSU sector,6138.0,9.0
9444,SentFIN,Punj Lloyd Q3 net profit at Rs 13 cr,1,Punj Lloyd,6140.0,9.0
9445,SentFIN,PVR reports Q3 net profit at Rs 31.55 crore,1,PVR,6141.0,9.0
9446,SentFIN,R Neelakantan returns to SpiceJet as chief financial officer,1,SpiceJet,6142.0,9.0
9447,SentFIN,Rajdeep Endow is new Managing Director of Sapient India,1,Sapient India,6143.0,9.0
9448,SentFIN,"RBI buys bonds worth Rs 9,092.9 cr under OMO",1,RBI,6145.0,9.0
9449,SentFIN,RBI monetary policy review to dictate trend on bourses,1,RBI,6146.0,9.0
9450,SentFIN,Recent correction should bring back foreign investors to India',1,India,6148.0,9.0
9451,SentFIN,Recommend wait and watch for retail sector: Deepak Shenoy,1,retail sector,6149.0,9.0
9452,SentFIN,Rice bran oil associations campaigning hard to increase consumption,1,Rice bran oil associations,6150.0,9.0
9453,SentFIN,"Richard Merwe appointed MD, vice chairman of Bayer CropScience",1,Bayer CropScience,6151.0,9.0
9454,SentFIN,"Same time next year, Sensex may be at 29,000",1,Sensex,6155.0,9.0
9455,SentFIN,Sanjiv Singh takes over as IOCs director of refineries,1,IOC,6157.0,9.0
9456,SentFIN,"SBI appoints B Sriram, VG Kannan as managing directors",1,SBI,6159.0,9.0
9457,SentFIN,"SBI gets shareholder nod for Rs 11,500 crore QIP",1,SBI,6161.0,9.0
9458,SentFIN,SC dismisses Dalals' plea in the IPO fraud case,1,Dalal,6162.0,9.0
9459,SentFIN,Sebi allows 100 alternative funds to operate in India,1,Sebi,6164.0,9.0
9460,SentFIN,Sebi asks AIFs to give full disclosure on 'associates',1,Sebi,6166.0,9.0
9461,SentFIN,Sebi has it all to prove in insider probe,1,Sebi,6168.0,9.0
9462,SentFIN,SEBI may seek litigation information from companies launching IPOs,1,SEBI,6169.0,9.0
9463,SentFIN,Sebi mulls fresh checks on mis-selling of mutual funds,1,Sebi,6170.0,9.0
9464,SentFIN,"Sebi norms on REITs, InvITs a welcome step: Industry",1,Sebi,6171.0,9.0
9465,SentFIN,Sebi proposes norms for reclassifying promoter as public shareholders,1,Sebi,6172.0,9.0
9466,SentFIN,Sebi seeks clarification from 3 firms on IPO plans,1,Sebi,6173.0,9.0
9467,SentFIN,Sebi studies its own regulatory impact: U K Sinha,1,Sebi,6174.0,9.0
9468,SentFIN,Sebi to act tough in high-profile insider trading cases,1,Sebi,6175.0,9.0
9469,SentFIN,Sebi to empanel administrators to look after refund process,1,Sebi,6176.0,9.0
9470,SentFIN,Sebi wants strict compliance to mandatory woman director norms,1,Sebi,6177.0,9.0
9471,SentFIN,Sebi's stand against reluctant promoters may benefit small investors,1,Sebi,6178.0,9.0
9472,SentFIN,Securitised debt must be settled via clearing houses: SEBI,1,SEBI,6179.0,9.0
9473,SentFIN,"See Nifty at 7,460 in the short-term: Mitesh Thacker",1,Nifty,6180.0,9.0
9474,SentFIN,Singapore bail-in proposals make senior bond holders breathe easy,1,Singapore,6182.0,9.0
9475,SentFIN,SpiceJet to issue warrants to promoters for fund raising,1,SpiceJet,6184.0,9.0
9476,SentFIN,"Srikanth Srinivas joins Adfactors as senior V-P, Public Affairs",1,Adfactors,6185.0,9.0
9477,SentFIN,Sterling firms as early results go against Scottish independence,1,Sterling,6187.0,9.0
9478,SentFIN,"Sterling in limbo ahead of UK jobs, housing reports",1,Sterling,6188.0,9.0
9479,SentFIN,Submit associate members' details by February-end: NSE to brokers,1,NSE,6189.0,9.0
9480,SentFIN,Sudhir Mathur becomes the new CFO of Cairn India,1,Cairn India,6190.0,9.0
9481,SentFIN,Sunil Mittal appointed co-chair of India Africa Business Council,1,India Africa Business Council,6191.0,9.0
9482,SentFIN,Symantec appoints Sanjay Rohatgi as President of India Sales,1,Symantec,6193.0,9.0
9483,SentFIN,Target for Nifty Future seen at 9180-9200: Ashish Chaturmohta,1,Nifty Future,6195.0,9.0
9484,SentFIN,Tata Group eyes $350 billion market cap by 2025,1,Tata Group,6196.0,9.0
9485,SentFIN,Tata Motors shareholders approve pay proposals of 3 executives,1,Tata Motors,6197.0,9.0
9486,SentFIN,"Tata Sons appoints Sunil Sinha Resident Director, MENA region",1,Tata Sons,6198.0,9.0
9487,SentFIN,"TBWA rejigs India top management,appoints Vineet Bajpai as CEO",1,TBWA,6199.0,9.0
9488,SentFIN,"TCS Q4 profit seen at Rs 5,397 cr QoQ",1,TCS,6200.0,9.0
9489,SentFIN,"Technicals point to increasing probability of 7,000 on NSE",1,NSE,6201.0,9.0
9490,SentFIN,Ten market-linked insurance funds beat Nifty on fiscal returns,1,Nifty,6202.0,9.0
9491,SentFIN,The fundamental road ahead: Markets seen rangebound in December,1,Markets,6203.0,9.0
9492,SentFIN,Top 5 key takeaways from Tata Motors Q2 results,1,Tata Motors,6206.0,9.0
9493,SentFIN,Turnaround in FMCG may take a few more quarters,1,FMCG,6207.0,9.0
9494,SentFIN,United Bank profit at Rs 41.78 crore in Q3,1,United Bank,6209.0,9.0
9495,SentFIN,Use correction to re-enter market at lower levels: Analysts,1,market,6212.0,9.0
9496,SentFIN,"VC, PE firms line up $1bn for green energy",1,green energy,6214.0,9.0
9497,SentFIN,Vijaya Bank reports Rs 161.46 crore Q1 net profit,1,Vijaya Bank,6215.0,9.0
9498,SentFIN,Vishal Sikka to outline strategy at Infosys Q2 results,1,Infosys,6216.0,9.0
9499,SentFIN,Wall Street ends near flat after mixed economic data,1,Wall Street,6218.0,9.0
9500,SentFIN,What should investors expect from Reliance Industries' 40th AGM?,1,Reliance Industries,6220.0,9.0
9501,SentFIN,"Whats trending in F&Os? 8,358 level crucial for Nifty",1,Nifty,6221.0,9.0
9502,SentFIN,Why does high-speed rail remain elusive in the US?,1,US,6222.0,9.0
9503,SentFIN,Wipro Q4 results: Five things to watch out for,1,Wipro,6223.0,9.0
9504,SentFIN,5 triggers that can unveil some hidden gems among midcaps,1,midcaps,6227.0,10.0
9505,SentFIN,"A year on from record low, optimism abounds about rupee",2,rupee,6228.0,10.0
9506,SentFIN,Adani Group to hit global bond mkt with $1.5-bn issue,1,Adani Group,6229.0,10.0
9507,SentFIN,Alkem Labs appoints banks for up to $291 million IPO,1,Alkem Labs,6231.0,10.0
9508,SentFIN,Alstom Project can retest highs of 415 levels: Mitesh Thacker,1,Alstom Project,6232.0,10.0
9509,SentFIN,Asia Index to make India hub for South-East Asia markets,1,Asia Index,6233.0,10.0
9510,SentFIN,Atul Auto will find resistance around Rs 128-130: Ashwani Gujral,1,Atul Auto,6234.0,10.0
9511,SentFIN,Bank Nifty is the key to tomorrow trading: Mitesh Thacker,1,Bank Nifty,6235.0,10.0
9512,SentFIN,Bharat Forge Q2 profit nearly flat at Rs 175 crore,1,Bharat Forge,6236.0,10.0
9513,SentFIN,Bosch Ltd posts Q2 net profit of Rs 305 crore,1,Bosch Ltd,6237.0,10.0
9514,SentFIN,BSE eyes trading speed of 20 microseconds in three years,1,BSE,6239.0,10.0
9515,SentFIN,BSE sets circuit limit of 10% for United Breweries scrip,1,BSE,6240.0,10.0
9516,SentFIN,"CAG report, macro indicators to keep investors on the edge",1,CAG,6243.0,10.0
9517,SentFIN,Camlin Fine Sciences Q2 net profit of Rs 5.81 crore,1,Camlin Fine Sciences,6244.0,10.0
9518,SentFIN,Can the party in US stocks keep going in 2015?,1,US stocks,6245.0,10.0
9519,SentFIN,Catholic Syrian Bank files for up to $64 mn IPO,1,Catholic Syrian Bank,6247.0,10.0
9520,SentFIN,China promises to make currency yuan freely traded by 2020,1,yuan,6249.0,10.0
9521,SentFIN,"China yuan snaps 6-day gaining streak on weak PMI, midpoint",1,China yuan,6250.0,10.0
9522,SentFIN,Chinese corporate bond market calm despite default by Chaori Solar,1,Chaori Solar,6251.0,10.0
9523,SentFIN,Clams may turn out to be Kerala new marine gold,1,marine gold,6253.0,10.0
9524,SentFIN,Clariant Chemicals posts Rs 166.77 crore net profit in 2013,1,Clariant Chemicals,6254.0,10.0
9525,SentFIN,Continue to buy till Nifty breaks 8090-8100 levels: Mitesh Thacker,1,Nifty,6256.0,10.0
9526,SentFIN,Corrections in market will be shorter than rallies: Ashwani Gujral,1,market,6257.0,10.0
9527,SentFIN,Deutsche Bank uses UTIs deemed FII status to buy bonds,1,Deutsche Bank,6259.0,10.0
9528,SentFIN,Direct FII market access to come from full rupee convertibility,1,rupee,6261.0,10.0
